,Unnamed: 0,date,city,duration,summary,posted,state_idaho,state_utah,Changing,Chevron,Cigar,Circle,Cone,Cross,Cylinder,Diamond,Disk,Egg,Fireball,Flash,Formation,Light,Other,Oval,Rectangle,Sphere,Teardrop,Triangle,Unknown,changing,light,other
33771,33771,10/1/89 16:00,MacKay,2 TO 3 MIN,LARGE SAUCER,2/14/10,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33772,33772,6/30/89 16:00,Rathdrum,10 sec,"I saw 8 or more bright, large spheres fly over rathdrum, idaho in 1989",10/10/11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
33773,33773,4/15/89 03:30,Idaho Falls,10 minites,12'x8' rectangle emmiting blinding lights riding my car bumper until i stoped.,3/16/01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
33774,33774,6/15/86 22:00,Boise,5 minutes,"8 lights in two rows, separate two groups of 4, rotate form diamonds and head off across sky.",2/22/18,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33775,33775,8/1/84 04:00,Sandpoint,45 seconds,Day time sighting; UFO Saucer playing loud music.,4/28/01,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33776,33776,1/13/84 02:12,Idaho (I-90 interstate),30 Minutes,Amazing Sight and Long Encounter time  - Shape Change of Object,12/2/00,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33777,33777,7/10/83 21:00,Mountain Home,15 min,"There was 6-7 oval, pure white objects of about 30' X15'.One circled my car twice and then shot away.",11/3/05,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
33778,33778,6/15/83 18:00,Sandpoint,1.5 min.,It was early evening in the summer. I can remember hearing music coming from outside the house. My brother and I ran outside where my m,4/28/01,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33779,33779,3/1/83 19:00,Sandpoint,3 minutes,"Outside in our front yard, we heard a craft overhead.  It sounded like music was coming from it.  There were lights, and it seemed disc",4/28/01,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33780,33780,9/20/82 19:00,Dixie,4 hrs,"High mountain Idaho sighting, disc shaped revolving lights underneath,like a memory game,30 ft across.",10/31/03,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33781,33781,9/16/81 18:00,Twin Falls,unkown,ufo sighted in Twin Falls Idaho 1981 in the fall or late summer any other information related to this would be appreciated.,5/14/02,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
33782,33782,6/26/80 19:00,Parma,00:01,"Bright Flash- Pregnant wife getting up off of ground, 30 feet away.",2/16/00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
33783,33783,6/1/80 18:00,Homedale,unknown,Witnessed a fireball in the western sky above the Owyhee Mountains just before sunset.,5/24/99,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
33784,33784,10/15/78 19:00,Coeur d'Alene,10 seconds,Object raised vertically from lake and zips off horizontally like a lightning bolt.,2/14/08,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
33785,33785,8/2/78 23:00,Shelley,10 seconds,Stationary bright light over foothills stays still for 10 seconds and then flies out of sight in less than a second.,11/8/03,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
33786,33786,1/1/78 13:00,Sagle,20 Seconds,"Hovering gray, grapefruit size, shaped sphere that travels at lightning speed.",10/8/07,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
33787,33787,5/28/77 00:00,Meridian,20 minutes,"It passed over our house and the other houses dead center of them at such a slow speed, I couldn`t figure how it could stay in the air,",6/18/03,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33788,33788,5/28/77 00:01,Meridian,20 minutes,"It passed over our house and the other houses dead center of them at such a slow speed, I couldn`t figure how it could stay in the air,",7/16/03,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33789,33789,8/30/75 22:00,White Bird,15-20 minutes,UFO Pinball?,12/3/04,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
33790,33790,8/30/75 22:00,White Bird,15-20 minutes,It looked somewhat like UFO Pinball in the sky,8/5/12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
33791,33791,7/15/75 14:00,Paul/Burley (Near),5 min,Large cigar shaped craft seen stationary at high altitude. Then zoomed off.,7/5/99,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33792,33792,8/15/74 22:30,Chubbuck,multiple fly by,"approach from east sky, several lights in symetrical boomerang shape, orbited earth in about 10 min. saw again same flight path much hi",11/1/98,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
33793,33793,6/12/74 03:00,Rexburg,4 hours,One disc seems to be in trouble; second comes to help.,2/4/13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
33794,33794,7/24/73 02:24,Blackfoot,Approx. 4 minutes,"Smooth, rounded triangular object, stone grey, no lights or markings, dome on bottom, silent.",3/7/98,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
33795,33795,1/12/68 22:00,American Falls,20seconds,Large glowing green in color looking up at the bottom it was round,6/6/00,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33796,33796,8/25/67 03:15,Princeton,30 mins.,Flying Saucer: August 1967-A Teen's Observation,5/11/05,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33797,33797,6/23/67 22:30,Boise,2 minutes,"Light landing on runway, traveling past end zone, travelling overland over roadless area then turning to merge into freeway traffice",6/18/04,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
33798,33798,6/1/67 23:59,Boise,one hour,Large Mining UFO mining resourses on Earth,2/24/01,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33799,33799,8/16/57 21:30,Smith's Ferry,10 minutes,"When a disk UFO passes within a few feet of the truck cab, the Air Force calls it a lost missile.",6/3/10,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33800,33800,8/1/57 12:00,Arco,THREE MIN.,A surveying crew of five disturbed a landed craft that lifted up during mid day and then flew away after observing us.,4/13/10,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33801,33801,7/2/50 13:00,Coeur d'Alene,10 seconds,"Bright Orange, Cigar-Shapped Object Travelling at 18,000 MPH",8/12/08,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33802,33802,7/15/47 15:00,Hazelton (Northeast of),10 Min.,"The Object was Huge,Saucer-shaped,beautiful silver,no sound,no exhaust-No lights as it was early afternoon.",8/5/01,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33803,33803,06/00/72 19:00,Emmett,5 seconds,I witnesseed a blue-green ball followed by a golden trail. The event moved North to South. The event also was audible. It created a low,12/2/00,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
33804,33804,Continious fall '98-sprin 01:00,Careywood & Bayview (Pend Oreille Lake),few minutes,"Ball of light similiar to reported ""Earht Lights"" except there is little or no know quake or similiar activity known in area.  Lights z",9/19/02,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
90055,90055,6/21/18 23:00,Cedar Breaks,<5 minutes,An UFO hovered near a weather station on some distant mountains for a few minutes.,6/28/18,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
90056,90056,6/1/18 22:35,Sandy,20,Almond shape object,6/7/18,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
90057,90057,5/29/18 03:00,Fruitland,1 hour,Abnormal flashes in the sky,6/15/18,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
90058,90058,5/25/18 15:00,Hyde Park,5 minutes,Vanishing and re appearin UFO,5/31/18,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90059,90059,5/8/18 22:15,Circleville,10 minutes,"5/8/2018, 22:15, Circleville, UT, Square shape with lights, 10 min. change into a straight line with lights",5/31/18,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90060,90060,5/4/18 02:52,Enterprise,Long,"Green lites following man through canyon show up at destination, windows on photos.  ((MUFON report))",5/10/18,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
90061,90061,5/2/18 14:00,Farmington,10 minutes,Driving on Legacy Highway from West Valley to Ogden when I noticed an object I thought was a plane but as I got closer I could seen it,5/4/18,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90062,90062,4/21/18 14:00,Farmington,40 seconds,One greyish white disc like a mentose candy moved slow about100 to 200 feet in altitude.  About 30 to 40 feet in diameter silent and,4/26/18,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90063,90063,4/20/18 00:00,Pleasant Grove,1 second,Bright Blue Flash,5/31/18,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
90064,90064,4/18/18 21:00,North Salt Lake,Continued,"Twinkling flashing horizontal/lengthwise lights over Wasatch Mtn Range, North Salt Lake, UT. ((NUFORC Note:  Possibly Arcturus?  PD))",4/26/18,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90065,90065,4/18/18 21:00,North Salt Lake,Continued,"Twinkling flashing horizontal/lengthwise lights over Wasatch Mtn Range, North Salt Lake, UT. ((anonymous report))",4/19/18,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90068,90068,4/10/18 00:00,Heber City,Brief,Witness  looked up because he had noticed a darker triangle shape in the sky very low.  ((MUFON report)),5/10/18,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
90070,90070,3/14/18 23:00,Salt Lake City,5 seconds,Blue sphere orb flying down the street. Ground level + caught on video.  ((NUFORC Note:  Lens flare from street lamp.  PD)),4/26/18,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
90073,90073,2/23/18 22:30,Tooele,Current,"Flashing, color changing lights in the sky witnessed from Tooele, UT.",3/2/18,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
90075,90075,2/4/18 11:45,Salt Lake City,20 minutes +,"Black Triangular Object Over Salt Lake City, Utah.",2/16/18,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
90076,90076,2/3/18 19:30,Ogden,8 minutes,Bright orange objects above Salt Lake.,2/16/18,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
90078,90078,1/24/18 06:50,Herriman,11 hours+,((HOAX??  Link to alleged footage appears to be defective.))  LIghts with being.  ((anonymous report)),1/25/18,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
90079,90079,1/6/18 22:00,Logan,90 second,We spotted a strange firey light low in the sky that almost looked like an airplane that was on fire. My husband thought it was a meteo,1/12/18,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
90081,90081,12/28/17 18:00,Sandy,2 hours,five objects triangular shaped flashing red yellow and blue lights,1/12/18,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90082,90082,12/17/17 19:20,Salt Lake City,10 minutes,"Bright red/orange lights moving in Salt Lake City sky December 17, 2017",12/21/17,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
90083,90083,12/14/17 21:50,Richfield,2 minutes,"Fireball with intelligent flight pattern over Richfield, UT.",12/21/17,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
90084,90084,12/10/17 18:50,Salt Lake City,5 seconds,Cluster of about 10 closely spaced lights moving from east to west.,12/14/17,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
90085,90085,12/10/17 12:00,Utah (above; in flight),3-4 minutes,Dark metallic almond shaped aircraft changed shape,12/21/17,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90086,90086,12/9/17 22:00,Hurricane,~2 minutes,"Straight line, string of flashing lights East to West in So. Utah.  ((anonymous report))",12/10/17,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
90087,90087,12/9/17 22:00,St. George,4 minutes,"St. George, UT, UFO formation sighting.",12/10/17,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
90088,90088,12/9/17 22:00,La Verkin,4-5 minutes,"My son was on the way home from cedar city he called me @ 10 pm told me to go out and look west. I did, the thing was south of leeds it",12/10/17,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
90089,90089,12/9/17 21:20,Helper,30 minutes,"Walked outside around 9:20 p.m. on the night of December 9, 2017. Noticed what seemed to be a string of red lights going from E to W.",12/21/17,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
90090,90090,11/26/17 11:44,Beaver,1 minute,"Bluish Orb in Beaver Utah over Hwy I-15.  ((NUFORC Note:  Lens flare, caused by pointing camera at the Sun.  PD))",12/14/17,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
90091,90091,11/14/17 13:00,Layton,30 minutes,Bright  white circle with a darker center.,11/17/17,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90092,90092,11/12/17 19:15,Salt Lake City,1 minute,Salt Lake red orbs may be a recreational drone.  ((anonymous report)),1/12/18,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90093,90093,10/19/17 23:25,Magna,5 seconds,On 10/12/17 at 23:25 a coworker and I were outside when a bright blue circular object appeared high in the middle of the sky.,10/19/17,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90094,90094,9/26/17 08:30,Salt Lake City,4.5 Hours,Daytime Object in Geosynchronous Orbit,9/28/17,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
90095,90095,9/20/17 21:00,Eureka,30 minutes,"Black triangular with (larger than normal aircraft) 3 red lights 1 at each point of the craft Locally known as ""military operated.""",9/28/17,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
90096,90096,9/19/17 23:00,Salt Lake,10 minutes,Cluster of unsual lights as u see in video they approched then dissaperd shot up in yellow id say snowmobile size ((anonymous report)),9/21/17,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90097,90097,9/16/17 19:59,West Valley City,56,"At the redwood drive in facing east saw a light then it split to 2, thought shoot stars then bam it stopped met back with 1 st light th",9/21/17,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
90098,90098,9/16/17 19:50,Salt Lake City,10 minutes,"Explosion, or craft, that looked like torches.  ((NUFORC Note:  Possible nighttime parachute jump??  PD))",9/21/17,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
90099,90099,9/8/17 21:30,Murray,~1 minute,Blueish orb which flew away to the North into clouds,9/12/17,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
90100,90100,9/3/17 22:00,Salt Lake City,40 seconds,"((HOAX??))  At first I thought it maybe a blue fire work over I-215, between 1300th and 7th east.",9/5/17,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
90101,90101,8/31/17 19:30,Magna,30 minutes,"Bright glowing, reflected surface.  Sphere-like, seemed to change shape slightly.  Hovered below clouds for 30 min.",9/5/17,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
90102,90102,8/28/17 20:30,North Ogden,2 hours,"White light on Ben Lomond Peak.  ((NUFORC Note:  Possible sighting of a star or planet, we suspect.  PD))",9/5/17,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
90104,90104,8/27/17 04:30,Thompson Springs,3-4 hours,"Walking home from 7-eleven only station in town. Due east near Venus on the south east side three light's.  Green, blue, red. Noticed i",9/5/17,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
90105,90105,8/27/17 04:30,Thompson Springs,3-4 hours,"Walking home from 7-eleven only station in town. Due east near Venus on the south east side three light's.  Green, blue, red. Noticed i",9/5/17,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
90106,90106,8/18/17 18:30,Uinta Mountian Range,30 seconds,"Witnessed either a square or cylinder-shaped object hovering motionless approximately 2,50'0 to 3,000' in sky.",9/5/17,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90107,90107,8/12/17 19:00,Richmond,2  hours,Large stationary object in the atmosphere reflected by the sun.,8/17/17,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90108,90108,8/11/17 02:00,St. George,45-60 minutes,OBJECTS TRACKING AND RESPONDING TO MY MOVEMENTS IN UTAH.,8/17/17,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
90109,90109,8/10/17 22:45,St. George,3 minutes,Hovering red and white light turned to green,8/11/17,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
90110,90110,8/8/17 22:15,West Valley,3-4 minutes,Unknown bright light/ufo seen over Salt Lake Valley.  ((NUFORC Note:  Sighting of the International Space Station.  PD)),8/11/17,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
90111,90111,8/4/17 21:45,Ogden,5-6 seconds,"Blue light flashed for 1 or 2 seconds, and dimmed, then turned back on, and flashed within 2 to 3 seconds to the right.",8/11/17,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
90112,90112,8/3/17 09:00,Riverdale,1 minute,5 metallic unidentified flying Objs Slowly Flying 1000' Above Completely stops in mid air and Shoots off.  ((anonymous report)),8/4/17,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90113,90113,7/28/17 16:00,West Jordan,30 seconds,"Though a former military air traffic controller, I've never seen anything like it.",8/4/17,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
90115,90115,7/23/17 02:00,Pleasant Grove,2 minutes,Saw what looked to be several points of light moving at differing speeds in a circle formation. ((anonymous report)),8/11/17,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
90116,90116,7/22/17 23:00,Saint George,15 minutes,"Bright diamond light, low flying, noiseless, moving at the end of incredible speed.",7/27/17,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90117,90117,7/18/17 18:00,Saratoga Springs,3-5 minutes,"Tuesday, July 18, 2017 – Spotted six points of light in the sky.",7/23/17,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
90118,90118,7/16/17 23:00,Eureka,30 seconds,"Bright, star sized light flying from West to East at very high speed, moving in a relatively straight line except it was zigzagging.",7/23/17,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
90119,90119,7/9/17 01:00,Salt Lake City Utah,3 minutes,Jade color light drops from sky.,7/14/17,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
90120,90120,7/9/17 01:00,Salt Lake City,3 minutes,Jade color light drops from sky.,7/14/17,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
90121,90121,6/29/17 23:00,Millcreek,4.5 hours,Live video feed infrared camera 4.5 hrs of this object in my backyard shooting beams of light to the ground as it was hunting.,7/7/17,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90122,90122,6/29/17 05:15,Taylorsville,2 minutes,I noticed a very bright object in the sky.  It looked similar as a star.,7/7/17,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
90123,90123,6/9/17 14:30,Park City,30 seconds,We saw what appeared to be a white or bright reflective capsule hovering in place.,6/22/17,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
90124,90124,6/3/17 00:30,Honeyville,30 minutes,"Above Crystal Hot Springs, green, red and white lights flashed from a craf, a second craft could be seen further in the distance.",6/9/17,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
90125,90125,5/30/17 23:25,Provo,5-10 seconds,Astronomical anomaly witnessed in Provo Utah.,6/2/17,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
90126,90126,5/26/17 03:00,Salt Lake City,30 seconds,Bright white light moving really fast.  ((anonymous report)),6/2/17,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
90127,90127,5/23/17 04:45,North Salt Lake,20 minutes,Bright circular object that emitted strange lights and raised in altitude,6/2/17,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
90128,90128,5/11/17 09:00,Provo,2-3 minutes,"Black triangle craft hovered slowly over by BYU soccer field.  Five to six orange lights underneath in a row, with a blue light.",5/15/17,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
90129,90129,5/1/17 23:30,Taylorsville,10 minutes,Went out back for a smoke when I noticed a bright pure red light hovering low SE sky!  It hovered there,5/6/17,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90130,90130,4/16/17 21:00,Taylorsville,4 hours,"9:00 P.M.: Three small circles lined up to make a triangle seen in the sky / 1:00 A.M.: Close encounter - humming noises, &quot;alien&q",4/20/17,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90131,90131,4/12/17 20:00,Murray,4-6 seconds,Supersonic UFO observed in Salt Lake.,4/13/17,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
90132,90132,4/7/17 20:52,Highland,3-4 minutes,Walked out the door at approximately 8:52 p.m. to take a look at the last bit of the sunset on the west side of my house. Noticed a,4/13/17,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
90133,90133,3/25/17 22:35,St. George,3 minutes,3 bright orange-red lights form a triange while a fourth light follows,4/7/17,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
90134,90134,3/14/17 20:00,Taylorsville,10 minutes,Witnessed a craft with 5 or 6 orange lights on the front and flashing blue and white lights on the sides; it hovered overhead.,3/23/17,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90135,90135,2/25/17 22:10,Sandy,10 minutes,"Bright Orange circles about five.  Strange movements, could no way be a plane.  Moving in strange patterns.  Blinking on and off.",3/10/17,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90136,90136,2/23/17 20:30,West Valley City,2 minutes,Orange glowing pulsating sphere from the height it was the size of a beach ball.  ((anonymous report)),3/10/17,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
90140,90140,1/29/17 21:00,Layton,15 minutes,The way the lights put a certain beam off was nothing I've seen before!!.  I would be glad to draw a picture if possible.,2/3/17,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
90141,90141,1/29/17 20:15,Hurricane,10 minutes,"Two hovering red lights above Hurricane/LaVerkin, Utah; one slowly moved north and faded out and the other south fading out.",2/3/17,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
90142,90142,1/29/17 19:35,Bountiful,20 minutes,Bright light - minimal movement. Too high to be a helicopter.  No known planes or stars in the area.  ((NUFORC Note:  Venus.  PD)),2/3/17,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
90143,90143,1/27/17 20:00,St. George,hours,I have seen these same lighta as https://youtu.be/loqTF3SWbCg seen dated 9/27/13.  I have seen these same lights the past 3 nights near,2/3/17,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
90144,90144,1/17/17 19:20,St. George,10 minutes,"I had gone outside to smoke a cigarette in my backyard. When I began to sit down in my chair, I had looked up into the sky and saw a ci",1/19/17,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90145,90145,1/16/17 19:00,Morgan,5 minutes,3 red lights hovering in a line formed a triangle and flew farther away one by one,1/19/17,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
90146,90146,1/15/17 08:00,West Valley City,~4 days,Awoke with very strange markings after weird dreams,7/23/17,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
90147,90147,1/13/17 12:32,Sandy,2 seconds,Unexplained Impact Rumble,1/19/17,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
