,Date,DollarsPerMBTU
3252,"Jan 12, 2010",5.57
3253,"Jan 13, 2010",5.61
3254,"Jan 14, 2010",5.77
3255,"Jan 15, 2010",5.66
3256,"Jan 19, 2010",5.51
3257,"Jan 20, 2010",5.54
3258,"Jan 21, 2010",5.52
3259,"Jan 22, 2010",5.67
3260,"Jan 25, 2010",5.76
3261,"Jan 26, 2010",5.61
3262,"Jan 27, 2010",5.42
3263,"Jan 28, 2010",5.32
3264,"Jan 29, 2010",5.26
3265,"Feb 01, 2010",5.3
3266,"Feb 02, 2010",5.47
3267,"Feb 03, 2010",5.51
3268,"Feb 04, 2010",5.47
3269,"Feb 05, 2010",5.61
3270,"Feb 08, 2010",5.73
3271,"Feb 09, 2010",5.54
3272,"Feb 10, 2010",5.48
3273,"Feb 11, 2010",5.53
3274,"Feb 12, 2010",5.48
3275,"Feb 16, 2010",5.65
3276,"Feb 17, 2010",5.47
3277,"Feb 18, 2010",5.4
3278,"Feb 19, 2010",5.1
3279,"Feb 22, 2010",4.92
3280,"Feb 23, 2010",4.91
3281,"Feb 24, 2010",4.91
3282,"Feb 25, 2010",4.84
3283,"Feb 26, 2010",4.76
3284,"Mar 01, 2010",4.83
3285,"Mar 02, 2010",4.78
3286,"Mar 03, 2010",4.76
3287,"Mar 04, 2010",4.78
3288,"Mar 05, 2010",4.56
3289,"Mar 08, 2010",4.47
3290,"Mar 09, 2010",4.51
3291,"Mar 10, 2010",4.44
3292,"Mar 11, 2010",4.47
3293,"Mar 12, 2010",4.35
3294,"Mar 15, 2010",4.29
3295,"Mar 16, 2010",4.38
3296,"Mar 17, 2010",4.27
3297,"Mar 18, 2010",4.19
3298,"Mar 19, 2010",4.01
3299,"Mar 22, 2010",4.02
3300,"Mar 23, 2010",4.08
3301,"Mar 24, 2010",4.02
3302,"Mar 25, 2010",4.01
3303,"Mar 26, 2010",3.92
3304,"Mar 29, 2010",3.83
3305,"Mar 30, 2010",3.79
3306,"Mar 31, 2010",3.93
3307,"Apr 01, 2010",3.72
3308,"Apr 05, 2010",3.93
3309,"Apr 06, 2010",4.16
3310,"Apr 07, 2010",4.08
3311,"Apr 08, 2010",3.92
3312,"Apr 09, 2010",3.9
3313,"Apr 12, 2010",4.04
3314,"Apr 13, 2010",3.97
3315,"Apr 14, 2010",4.15
3316,"Apr 15, 2010",4.16
3317,"Apr 16, 2010",3.97
3318,"Apr 19, 2010",4.02
3319,"Apr 20, 2010",3.93
3320,"Apr 21, 2010",3.96
3321,"Apr 22, 2010",3.95
3322,"Apr 23, 2010",4.07
3323,"Apr 26, 2010",4.23
3324,"Apr 27, 2010",4.18
3325,"Apr 28, 2010",4.19
3326,"Apr 29, 2010",4.24
3327,"Apr 30, 2010",3.94
3328,"May 03, 2010",3.86
3329,"May 04, 2010",3.96
3330,"May 05, 2010",4.0
3331,"May 06, 2010",3.97
3332,"May 07, 2010",3.91
3333,"May 10, 2010",4.08
3334,"May 11, 2010",4.15
3335,"May 12, 2010",4.18
3336,"May 13, 2010",4.26
3337,"May 14, 2010",4.27
3338,"May 17, 2010",4.34
3339,"May 18, 2010",4.42
3340,"May 19, 2010",4.28
3341,"May 20, 2010",4.12
3342,"May 21, 2010",4.12
3343,"May 24, 2010",4.08
3344,"May 25, 2010",4.08
3345,"May 26, 2010",4.19
3346,"May 27, 2010",4.22
3347,"May 28, 2010",4.31
3348,"Jun 01, 2010",4.39
3349,"Jun 02, 2010",4.32
3350,"Jun 03, 2010",4.46
3351,"Jun 04, 2010",4.6
3352,"Jun 07, 2010",4.67
3353,"Jun 08, 2010",4.89
3354,"Jun 09, 2010",4.75
3355,"Jun 10, 2010",4.68
3356,"Jun 11, 2010",4.68
3357,"Jun 14, 2010",4.94
3358,"Jun 15, 2010",5.11
3359,"Jun 16, 2010",5.13
3360,"Jun 17, 2010",5.14
3361,"Jun 18, 2010",5.17
3362,"Jun 21, 2010",5.15
3363,"Jun 22, 2010",4.87
3364,"Jun 23, 2010",4.9
3365,"Jun 24, 2010",4.88
3366,"Jun 25, 2010",4.84
3367,"Jun 28, 2010",4.85
3368,"Jun 29, 2010",4.68
3369,"Jun 30, 2010",4.53
3370,"Jul 01, 2010",4.54
3371,"Jul 02, 2010",4.72
3372,"Jul 06, 2010",4.85
3373,"Jul 07, 2010",4.76
3374,"Jul 08, 2010",4.61
3375,"Jul 09, 2010",4.36
3376,"Jul 12, 2010",4.42
3377,"Jul 13, 2010",4.46
3378,"Jul 14, 2010",4.39
3379,"Jul 15, 2010",4.43
3380,"Jul 16, 2010",4.68
3381,"Jul 19, 2010",4.56
3382,"Jul 20, 2010",4.59
3383,"Jul 21, 2010",4.7
3384,"Jul 22, 2010",4.67
3385,"Jul 23, 2010",4.69
3386,"Jul 26, 2010",4.65
3387,"Jul 27, 2010",4.72
3388,"Jul 28, 2010",4.75
3389,"Jul 29, 2010",4.8
3390,"Jul 30, 2010",4.81
3391,"Aug 02, 2010",4.94
3392,"Aug 03, 2010",4.78
3393,"Aug 04, 2010",4.77
3394,"Aug 05, 2010",4.84
3395,"Aug 06, 2010",4.67
3396,"Aug 09, 2010",4.52
3397,"Aug 10, 2010",4.43
3398,"Aug 11, 2010",4.38
3399,"Aug 12, 2010",4.42
3400,"Aug 13, 2010",4.35
3401,"Aug 16, 2010",4.37
3402,"Aug 17, 2010",4.28
3403,"Aug 18, 2010",4.35
3404,"Aug 19, 2010",4.29
3405,"Aug 20, 2010",4.19
3406,"Aug 23, 2010",4.12
3407,"Aug 24, 2010",4.07
3408,"Aug 25, 2010",3.99
3409,"Aug 26, 2010",3.85
3410,"Aug 27, 2010",3.75
3411,"Aug 30, 2010",3.77
3412,"Aug 31, 2010",3.8
3413,"Sep 01, 2010",3.73
3414,"Sep 02, 2010",3.74
3415,"Sep 03, 2010",3.74
3416,"Sep 07, 2010",3.82
3417,"Sep 08, 2010",3.81
3418,"Sep 09, 2010",3.79
3419,"Sep 10, 2010",3.79
3420,"Sep 13, 2010",3.83
3421,"Sep 14, 2010",3.98
3422,"Sep 15, 2010",4.06
3423,"Sep 16, 2010",4.09
3424,"Sep 17, 2010",4.11
3425,"Sep 20, 2010",4.01
3426,"Sep 21, 2010",3.95
3427,"Sep 22, 2010",4.02
3428,"Sep 23, 2010",4.08
3429,"Sep 24, 2010",3.97
3430,"Sep 27, 2010",3.8
3431,"Sep 28, 2010",3.8
3432,"Sep 29, 2010",3.81
3433,"Sep 30, 2010",3.85
3434,"Oct 01, 2010",3.67
3435,"Oct 04, 2010",3.56
3436,"Oct 05, 2010",3.51
3437,"Oct 06, 2010",3.56
3438,"Oct 07, 2010",3.62
3439,"Oct 08, 2010",3.36
3440,"Oct 11, 2010",3.43
3441,"Oct 12, 2010",3.4
3442,"Oct 13, 2010",3.58
3443,"Oct 14, 2010",3.58
3444,"Oct 15, 2010",3.47
3445,"Oct 18, 2010",3.36
3446,"Oct 19, 2010",3.36
3447,"Oct 20, 2010",3.46
3448,"Oct 21, 2010",3.46
3449,"Oct 22, 2010",3.19
3450,"Oct 25, 2010",3.18
3451,"Oct 26, 2010",3.28
3452,"Oct 27, 2010",3.37
3453,"Oct 28, 2010",3.36
3454,"Oct 29, 2010",3.36
3455,"Nov 01, 2010",3.42
3456,"Nov 02, 2010",3.2
3457,"Nov 03, 2010",3.35
3458,"Nov 04, 2010",3.53
3459,"Nov 05, 2010",3.47
3460,"Nov 08, 2010",3.49
3461,"Nov 09, 2010",3.76
3462,"Nov 10, 2010",4.0
3463,"Nov 11, 2010",3.73
3464,"Nov 12, 2010",3.5
3465,"Nov 15, 2010",3.56
3466,"Nov 16, 2010",3.66
3467,"Nov 17, 2010",3.77
3468,"Nov 18, 2010",3.89
3469,"Nov 19, 2010",3.79
3470,"Nov 22, 2010",4.02
3471,"Nov 23, 2010",3.93
3472,"Nov 24, 2010",3.82
3473,"Nov 26, 2010",3.82
3474,"Nov 29, 2010",4.12
3475,"Nov 30, 2010",4.16
3476,"Dec 01, 2010",4.21
3477,"Dec 02, 2010",4.28
3478,"Dec 03, 2010",4.23
3479,"Dec 06, 2010",4.47
3480,"Dec 07, 2010",4.48
3481,"Dec 08, 2010",4.47
3482,"Dec 09, 2010",4.52
3483,"Dec 10, 2010",4.37
3484,"Dec 13, 2010",4.55
3485,"Dec 14, 2010",4.35
3486,"Dec 15, 2010",4.22
3487,"Dec 16, 2010",4.19
3488,"Dec 17, 2010",3.99
3489,"Dec 20, 2010",4.1
3490,"Dec 21, 2010",4.17
3491,"Dec 22, 2010",4.01
3492,"Dec 23, 2010",4.08
3493,"Dec 27, 2010",4.05
3494,"Dec 28, 2010",4.1
3495,"Dec 29, 2010",4.19
3496,"Dec 30, 2010",4.22
3497,"Dec 31, 2010",4.22
3498,"Jan 03, 2011",4.54
3499,"Jan 04, 2011",4.61
3500,"Jan 05, 2011",4.52
3501,"Jan 06, 2011",4.49
3502,"Jan 07, 2011",4.42
3503,"Jan 10, 2011",4.49
3504,"Jan 11, 2011",4.42
3505,"Jan 12, 2011",4.55
3506,"Jan 13, 2011",4.48
3507,"Jan 14, 2011",4.38
3508,"Jan 18, 2011",4.52
3509,"Jan 19, 2011",4.48
3510,"Jan 20, 2011",4.57
3511,"Jan 21, 2011",4.72
3512,"Jan 24, 2011",4.72
3513,"Jan 25, 2011",4.46
3514,"Jan 26, 2011",4.4
3515,"Jan 27, 2011",4.41
3516,"Jan 28, 2011",4.27
3517,"Jan 31, 2011",4.42
3518,"Feb 01, 2011",4.42
3519,"Feb 02, 2011",4.55
3520,"Feb 03, 2011",4.69
3521,"Feb 04, 2011",4.48
3522,"Feb 07, 2011",4.32
3523,"Feb 08, 2011",4.24
3524,"Feb 09, 2011",4.22
3525,"Feb 10, 2011",4.11
3526,"Feb 11, 2011",3.96
3527,"Feb 14, 2011",3.89
3528,"Feb 15, 2011",3.92
3529,"Feb 16, 2011",3.93
3530,"Feb 17, 2011",3.9
3531,"Feb 18, 2011",3.84
3532,"Feb 22, 2011",3.89
3533,"Feb 23, 2011",3.83
3534,"Feb 24, 2011",3.83
3535,"Feb 25, 2011",3.81
3536,"Feb 28, 2011",3.93
3537,"Mar 01, 2011",3.93
3538,"Mar 02, 2011",3.79
3539,"Mar 03, 2011",3.75
3540,"Mar 04, 2011",3.7
3541,"Mar 07, 2011",3.73
3542,"Mar 08, 2011",3.83
3543,"Mar 09, 2011",3.81
3544,"Mar 10, 2011",3.87
3545,"Mar 11, 2011",3.78
3546,"Mar 14, 2011",3.9
3547,"Mar 15, 2011",3.81
3548,"Mar 16, 2011",3.86
3549,"Mar 17, 2011",3.85
3550,"Mar 18, 2011",3.98
3551,"Mar 21, 2011",3.99
3552,"Mar 22, 2011",4.05
3553,"Mar 23, 2011",4.18
3554,"Mar 24, 2011",4.27
3555,"Mar 25, 2011",4.13
3556,"Mar 28, 2011",4.35
3557,"Mar 29, 2011",4.27
3558,"Mar 30, 2011",4.25
3559,"Mar 31, 2011",4.32
3560,"Apr 01, 2011",4.32
3561,"Apr 04, 2011",4.21
3562,"Apr 05, 2011",4.22
3563,"Apr 06, 2011",4.17
3564,"Apr 07, 2011",4.12
3565,"Apr 08, 2011",4.05
3566,"Apr 11, 2011",4.05
3567,"Apr 12, 2011",4.08
3568,"Apr 13, 2011",4.14
3569,"Apr 14, 2011",4.12
3570,"Apr 15, 2011",4.21
3571,"Apr 18, 2011",4.23
3572,"Apr 19, 2011",4.19
3573,"Apr 20, 2011",4.33
3574,"Apr 21, 2011",4.33
3575,"Apr 25, 2011",4.37
3576,"Apr 26, 2011",4.32
3577,"Apr 27, 2011",4.35
3578,"Apr 28, 2011",4.38
3579,"Apr 29, 2011",4.51
3580,"May 02, 2011",4.6
3581,"May 03, 2011",4.6
3582,"May 04, 2011",4.59
3583,"May 05, 2011",4.49
3584,"May 06, 2011",4.24
3585,"May 09, 2011",4.28
3586,"May 10, 2011",4.19
3587,"May 11, 2011",4.23
3588,"May 12, 2011",4.1
3589,"May 13, 2011",4.09
3590,"May 16, 2011",4.21
3591,"May 17, 2011",4.25
3592,"May 18, 2011",4.15
3593,"May 19, 2011",4.1
3594,"May 20, 2011",4.05
3595,"May 23, 2011",4.27
3596,"May 24, 2011",4.37
3597,"May 25, 2011",4.36
3598,"May 26, 2011",4.37
3599,"May 27, 2011",4.36
3600,"May 31, 2011",4.63
3601,"Jun 01, 2011",4.62
3602,"Jun 02, 2011",4.64
3603,"Jun 03, 2011",4.72
3604,"Jun 06, 2011",4.83
3605,"Jun 07, 2011",4.83
3606,"Jun 08, 2011",4.83
3607,"Jun 09, 2011",4.92
3608,"Jun 10, 2011",4.72
3609,"Jun 13, 2011",4.75
3610,"Jun 14, 2011",4.59
3611,"Jun 15, 2011",4.53
3612,"Jun 16, 2011",4.54
3613,"Jun 17, 2011",4.39
3614,"Jun 20, 2011",4.33
3615,"Jun 21, 2011",4.37
3616,"Jun 22, 2011",4.42
3617,"Jun 23, 2011",4.31
3618,"Jun 24, 2011",4.2
3619,"Jun 27, 2011",4.25
3620,"Jun 28, 2011",4.34
3621,"Jun 29, 2011",4.4
3622,"Jun 30, 2011",4.28
3623,"Jul 01, 2011",4.33
3624,"Jul 05, 2011",4.4
3625,"Jul 06, 2011",4.34
3626,"Jul 07, 2011",4.25
3627,"Jul 08, 2011",4.19
3628,"Jul 11, 2011",4.35
3629,"Jul 12, 2011",4.38
3630,"Jul 13, 2011",4.43
3631,"Jul 14, 2011",4.42
3632,"Jul 15, 2011",4.49
3633,"Jul 18, 2011",4.6
3634,"Jul 19, 2011",4.6
3635,"Jul 20, 2011",4.64
3636,"Jul 21, 2011",4.58
3637,"Jul 22, 2011",4.46
3638,"Jul 25, 2011",4.45
3639,"Jul 26, 2011",4.43
3640,"Jul 27, 2011",4.46
3641,"Jul 28, 2011",4.41
3642,"Jul 29, 2011",4.26
3643,"Aug 01, 2011",4.29
3644,"Aug 02, 2011",4.3
3645,"Aug 03, 2011",4.26
3646,"Aug 04, 2011",4.2
3647,"Aug 05, 2011",4.0
3648,"Aug 08, 2011",4.0
3649,"Aug 09, 2011",4.06
3650,"Aug 10, 2011",4.09
3651,"Aug 11, 2011",4.06
3652,"Aug 12, 2011",4.17
3653,"Aug 15, 2011",4.05
3654,"Aug 16, 2011",4.03
3655,"Aug 17, 2011",3.98
3656,"Aug 18, 2011",3.98
3657,"Aug 19, 2011",3.99
3658,"Aug 22, 2011",3.97
3659,"Aug 23, 2011",4.01
3660,"Aug 24, 2011",4.1
3661,"Aug 25, 2011",4.01
3662,"Aug 26, 2011",3.96
3663,"Aug 29, 2011",3.93
3664,"Aug 30, 2011",3.85
3665,"Aug 31, 2011",3.97
3666,"Sep 01, 2011",4.18
3667,"Sep 02, 2011",4.12
3668,"Sep 06, 2011",3.93
3669,"Sep 07, 2011",3.96
3670,"Sep 08, 2011",3.99
3671,"Sep 09, 2011",3.96
3672,"Sep 12, 2011",3.92
3673,"Sep 13, 2011",3.96
3674,"Sep 14, 2011",4.01
3675,"Sep 15, 2011",4.04
3676,"Sep 16, 2011",3.84
3677,"Sep 19, 2011",3.78
3678,"Sep 20, 2011",3.84
3679,"Sep 21, 2011",3.78
3680,"Sep 22, 2011",3.72
3681,"Sep 23, 2011",3.74
3682,"Sep 26, 2011",3.8
3683,"Sep 27, 2011",3.92
3684,"Sep 28, 2011",3.88
3685,"Sep 29, 2011",3.77
3686,"Sep 30, 2011",3.68
3687,"Oct 03, 2011",3.57
3688,"Oct 04, 2011",3.56
3689,"Oct 05, 2011",3.63
3690,"Oct 06, 2011",3.49
3691,"Oct 07, 2011",3.4
3692,"Oct 10, 2011",3.41
3693,"Oct 11, 2011",3.52
3694,"Oct 12, 2011",3.54
3695,"Oct 13, 2011",3.42
3696,"Oct 14, 2011",3.49
3697,"Oct 17, 2011",3.72
3698,"Oct 18, 2011",3.63
3699,"Oct 19, 2011",3.59
3700,"Oct 20, 2011",3.61
3701,"Oct 21, 2011",3.54
3702,"Oct 24, 2011",3.61
3703,"Oct 25, 2011",3.62
3704,"Oct 26, 2011",3.65
3705,"Oct 27, 2011",3.59
3706,"Oct 28, 2011",3.63
3707,"Oct 31, 2011",3.66
3708,"Nov 01, 2011",3.49
3709,"Nov 02, 2011",3.39
3710,"Nov 03, 2011",3.39
3711,"Nov 04, 2011",3.44
3712,"Nov 07, 2011",3.35
3713,"Nov 08, 2011",3.42
3714,"Nov 09, 2011",3.55
3715,"Nov 10, 2011",3.48
3716,"Nov 11, 2011",3.29
3717,"Nov 14, 2011",3.17
3718,"Nov 15, 2011",3.12
3719,"Nov 16, 2011",3.11
3720,"Nov 17, 2011",3.11
3721,"Nov 18, 2011",3.01
3722,"Nov 21, 2011",2.94
3723,"Nov 22, 2011",3.06
3724,"Nov 23, 2011",2.84
3725,"Nov 25, 2011",2.84
3726,"Nov 28, 2011",3.09
3727,"Nov 29, 2011",3.39
3728,"Nov 30, 2011",3.53
3729,"Dec 01, 2011",3.49
3730,"Dec 02, 2011",3.35
3731,"Dec 05, 2011",3.38
3732,"Dec 06, 2011",3.43
3733,"Dec 07, 2011",3.45
3734,"Dec 08, 2011",3.42
3735,"Dec 09, 2011",3.29
3736,"Dec 12, 2011",3.13
3737,"Dec 13, 2011",3.12
3738,"Dec 14, 2011",3.08
3739,"Dec 15, 2011",3.05
3740,"Dec 16, 2011",3.01
3741,"Dec 19, 2011",3.03
3742,"Dec 20, 2011",3.06
3743,"Dec 21, 2011",3.05
3744,"Dec 22, 2011",3.08
3745,"Dec 23, 2011",2.97
3746,"Dec 27, 2011",3.09
3747,"Dec 28, 2011",3.07
3748,"Dec 29, 2011",3.03
3749,"Dec 30, 2011",2.98
3750,"Jan 03, 2012",2.97
3751,"Jan 04, 2012",2.96
3752,"Jan 05, 2012",2.91
3753,"Jan 06, 2012",2.85
3754,"Jan 09, 2012",2.89
3755,"Jan 10, 2012",2.97
3756,"Jan 11, 2012",2.81
3757,"Jan 12, 2012",2.7
3758,"Jan 13, 2012",2.67
3759,"Jan 17, 2012",2.51
3760,"Jan 18, 2012",2.49
3761,"Jan 19, 2012",2.36
3762,"Jan 20, 2012",2.23
3763,"Jan 23, 2012",2.39
3764,"Jan 24, 2012",2.6
3765,"Jan 25, 2012",2.61
3766,"Jan 26, 2012",2.68
3767,"Jan 27, 2012",2.59
3768,"Jan 30, 2012",2.71
3769,"Jan 31, 2012",2.51
3770,"Feb 01, 2012",2.32
3771,"Feb 02, 2012",2.3
3772,"Feb 03, 2012",2.4
3773,"Feb 06, 2012",2.46
3774,"Feb 07, 2012",2.6
3775,"Feb 08, 2012",2.48
3776,"Feb 09, 2012",2.5
3777,"Feb 10, 2012",2.51
3778,"Feb 13, 2012",2.42
3779,"Feb 14, 2012",2.48
3780,"Feb 15, 2012",2.54
3781,"Feb 16, 2012",2.47
3782,"Feb 17, 2012",2.67
3783,"Feb 21, 2012",2.63
3784,"Feb 22, 2012",2.6
3785,"Feb 23, 2012",2.68
3786,"Feb 24, 2012",2.6
3787,"Feb 27, 2012",2.55
3788,"Feb 28, 2012",2.44
3789,"Feb 29, 2012",2.44
3790,"Mar 01, 2012",2.45
3791,"Mar 02, 2012",2.38
3792,"Mar 05, 2012",2.31
3793,"Mar 06, 2012",2.3
3794,"Mar 07, 2012",2.24
3795,"Mar 08, 2012",2.24
3796,"Mar 09, 2012",2.21
3797,"Mar 12, 2012",2.17
3798,"Mar 13, 2012",2.15
3799,"Mar 14, 2012",2.13
3800,"Mar 15, 2012",2.07
3801,"Mar 16, 2012",2.01
3802,"Mar 19, 2012",2.14
3803,"Mar 20, 2012",2.19
3804,"Mar 21, 2012",2.21
3805,"Mar 22, 2012",2.19
3806,"Mar 23, 2012",2.07
3807,"Mar 26, 2012",2.16
3808,"Mar 27, 2012",2.09
3809,"Mar 28, 2012",2.05
3810,"Mar 29, 2012",2.02
3811,"Mar 30, 2012",2.0
3812,"Apr 02, 2012",1.88
3813,"Apr 03, 2012",1.94
3814,"Apr 04, 2012",2.06
3815,"Apr 05, 2012",1.98
3816,"Apr 09, 2012",1.99
3817,"Apr 10, 2012",1.99
3818,"Apr 11, 2012",1.91
3819,"Apr 12, 2012",1.87
3820,"Apr 13, 2012",1.87
3821,"Apr 16, 2012",1.88
3822,"Apr 17, 2012",1.89
3823,"Apr 18, 2012",1.87
3824,"Apr 19, 2012",1.85
3825,"Apr 20, 2012",1.82
3826,"Apr 23, 2012",1.89
3827,"Apr 24, 2012",1.97
3828,"Apr 25, 2012",1.99
3829,"Apr 26, 2012",2.1
3830,"Apr 27, 2012",2.05
3831,"Apr 30, 2012",2.1
3832,"May 01, 2012",2.29
3833,"May 02, 2012",2.31
3834,"May 03, 2012",2.29
3835,"May 04, 2012",2.3
3836,"May 07, 2012",2.3
3837,"May 08, 2012",2.27
3838,"May 09, 2012",2.36
3839,"May 10, 2012",2.36
3840,"May 11, 2012",2.37
3841,"May 14, 2012",2.41
3842,"May 15, 2012",2.38
3843,"May 16, 2012",2.5
3844,"May 17, 2012",2.6
3845,"May 18, 2012",2.56
3846,"May 21, 2012",2.6
3847,"May 22, 2012",2.55
3848,"May 23, 2012",2.6
3849,"May 24, 2012",2.66
3850,"May 25, 2012",2.56
3851,"May 29, 2012",2.5
3852,"May 30, 2012",2.39
3853,"May 31, 2012",2.34
3854,"Jun 01, 2012",2.24
3855,"Jun 04, 2012",2.32
3856,"Jun 05, 2012",2.39
3857,"Jun 06, 2012",2.41
3858,"Jun 07, 2012",2.33
3859,"Jun 08, 2012",2.22
3860,"Jun 11, 2012",2.22
3861,"Jun 12, 2012",2.17
3862,"Jun 13, 2012",2.18
3863,"Jun 14, 2012",2.2
3864,"Jun 15, 2012",2.44
3865,"Jun 18, 2012",2.45
3866,"Jun 19, 2012",2.59
3867,"Jun 20, 2012",2.6
3868,"Jun 21, 2012",2.48
3869,"Jun 22, 2012",2.5
3870,"Jun 25, 2012",2.7
3871,"Jun 26, 2012",2.7
3872,"Jun 27, 2012",2.87
3873,"Jun 28, 2012",2.81
3874,"Jun 29, 2012",2.74
3875,"Jul 02, 2012",2.73
3876,"Jul 03, 2012",2.78
3877,"Jul 05, 2012",2.9
3878,"Jul 06, 2012",2.94
3879,"Jul 09, 2012",2.79
3880,"Jul 10, 2012",2.87
3881,"Jul 11, 2012",2.72
3882,"Jul 12, 2012",2.83
3883,"Jul 13, 2012",2.88
3884,"Jul 16, 2012",2.92
3885,"Jul 17, 2012",2.83
3886,"Jul 18, 2012",2.84
3887,"Jul 19, 2012",2.99
3888,"Jul 20, 2012",3.03
3889,"Jul 23, 2012",3.05
3890,"Jul 24, 2012",3.16
3891,"Jul 25, 2012",3.19
3892,"Jul 26, 2012",3.13
3893,"Jul 27, 2012",3.1
3894,"Jul 30, 2012",3.14
3895,"Jul 31, 2012",3.2
3896,"Aug 01, 2012",3.2
3897,"Aug 02, 2012",3.16
3898,"Aug 03, 2012",2.91
3899,"Aug 06, 2012",2.9
3900,"Aug 07, 2012",2.99
3901,"Aug 08, 2012",2.97
3902,"Aug 09, 2012",2.89
3903,"Aug 10, 2012",2.84
3904,"Aug 13, 2012",2.77
3905,"Aug 14, 2012",2.79
3906,"Aug 15, 2012",2.82
3907,"Aug 16, 2012",2.78
3908,"Aug 17, 2012",2.7
3909,"Aug 20, 2012",2.75
3910,"Aug 21, 2012",2.8
3911,"Aug 22, 2012",2.8
3912,"Aug 23, 2012",2.81
3913,"Aug 24, 2012",2.81
3914,"Aug 27, 2012",2.8
3915,"Aug 28, 2012",2.71
3916,"Aug 29, 2012",2.64
3917,"Aug 30, 2012",2.72
3918,"Aug 31, 2012",2.72
3919,"Sep 04, 2012",2.81
3920,"Sep 05, 2012",2.87
3921,"Sep 06, 2012",2.85
3922,"Sep 07, 2012",2.73
3923,"Sep 10, 2012",2.66
3924,"Sep 11, 2012",2.82
3925,"Sep 12, 2012",2.96
3926,"Sep 13, 2012",3.01
3927,"Sep 14, 2012",2.94
3928,"Sep 17, 2012",2.83
3929,"Sep 18, 2012",2.74
3930,"Sep 19, 2012",2.7
3931,"Sep 20, 2012",2.76
3932,"Sep 21, 2012",2.76
3933,"Sep 24, 2012",2.82
3934,"Sep 25, 2012",2.84
3935,"Sep 26, 2012",2.92
3936,"Sep 27, 2012",3.01
3937,"Sep 28, 2012",3.08
3938,"Oct 01, 2012",3.19
3939,"Oct 02, 2012",3.21
3940,"Oct 03, 2012",3.21
3941,"Oct 04, 2012",3.23
3942,"Oct 05, 2012",3.26
3943,"Oct 08, 2012",3.18
3944,"Oct 09, 2012",3.18
3945,"Oct 10, 2012",3.26
3946,"Oct 11, 2012",3.28
3947,"Oct 12, 2012",3.38
3948,"Oct 15, 2012",3.35
3949,"Oct 16, 2012",3.27
3950,"Oct 17, 2012",3.24
3951,"Oct 18, 2012",3.28
3952,"Oct 19, 2012",3.43
3953,"Oct 22, 2012",3.49
3954,"Oct 23, 2012",3.34
3955,"Oct 24, 2012",3.43
3956,"Oct 25, 2012",3.39
3957,"Oct 26, 2012",3.38
3958,"Oct 29, 2012",3.4
3959,"Oct 30, 2012",3.42
3960,"Oct 31, 2012",3.5
3961,"Nov 01, 2012",3.5
3962,"Nov 02, 2012",3.4
3963,"Nov 05, 2012",3.34
3964,"Nov 06, 2012",3.41
3965,"Nov 07, 2012",3.47
3966,"Nov 08, 2012",3.45
3967,"Nov 09, 2012",3.33
3968,"Nov 12, 2012",3.4
3969,"Nov 13, 2012",3.57
3970,"Nov 14, 2012",3.66
3971,"Nov 15, 2012",3.63
3972,"Nov 16, 2012",3.46
3973,"Nov 19, 2012",3.63
3974,"Nov 20, 2012",3.62
3975,"Nov 21, 2012",3.59
3976,"Nov 23, 2012",3.59
3977,"Nov 26, 2012",3.75
3978,"Nov 27, 2012",3.77
3979,"Nov 28, 2012",3.71
3980,"Nov 29, 2012",3.61
3981,"Nov 30, 2012",3.46
3982,"Dec 03, 2012",3.44
3983,"Dec 04, 2012",3.38
3984,"Dec 05, 2012",3.41
3985,"Dec 06, 2012",3.48
3986,"Dec 07, 2012",3.33
3987,"Dec 10, 2012",3.35
3988,"Dec 11, 2012",3.39
3989,"Dec 12, 2012",3.33
3990,"Dec 13, 2012",3.27
3991,"Dec 14, 2012",3.15
3992,"Dec 17, 2012",3.2
3993,"Dec 18, 2012",3.29
3994,"Dec 19, 2012",3.25
3995,"Dec 20, 2012",3.35
3996,"Dec 21, 2012",3.42
3997,"Dec 24, 2012",3.3
3998,"Dec 26, 2012",3.35
3999,"Dec 27, 2012",3.31
4000,"Dec 28, 2012",3.4
4001,"Dec 31, 2012",3.43
4002,"Jan 02, 2013",3.3
4003,"Jan 03, 2013",3.19
4004,"Jan 04, 2013",3.2
4005,"Jan 07, 2013",3.3
4006,"Jan 08, 2013",3.21
4007,"Jan 09, 2013",3.14
4008,"Jan 10, 2013",3.08
4009,"Jan 11, 2013",3.18
4010,"Jan 14, 2013",3.39
4011,"Jan 15, 2013",3.4
4012,"Jan 16, 2013",3.43
4013,"Jan 17, 2013",3.44
4014,"Jan 18, 2013",3.54
4015,"Jan 22, 2013",3.63
4016,"Jan 23, 2013",3.53
4017,"Jan 24, 2013",3.56
4018,"Jan 25, 2013",3.42
4019,"Jan 28, 2013",3.25
4020,"Jan 29, 2013",3.14
4021,"Jan 30, 2013",3.24
4022,"Jan 31, 2013",3.33
4023,"Feb 01, 2013",3.34
4024,"Feb 04, 2013",3.27
4025,"Feb 05, 2013",3.34
4026,"Feb 06, 2013",3.41
4027,"Feb 07, 2013",3.39
4028,"Feb 08, 2013",3.26
4029,"Feb 11, 2013",3.2
4030,"Feb 12, 2013",3.3
4031,"Feb 13, 2013",3.29
4032,"Feb 14, 2013",3.3
4033,"Feb 15, 2013",3.19
4034,"Feb 19, 2013",3.23
